2022/12/14 19:47:48 [error] 29#29: *17 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.112.3, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.4:9000", host: "item-api-proxy:10022"
2022/12/14 20:21:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:21:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:22:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:22:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:22:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:22:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:22:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:22:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:23:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:23:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:23:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:23:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:23:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:23:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:24:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:24:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:24:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:24:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:24:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:24:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:25:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:25:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:25:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:25:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:25:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:25:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:26:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:26:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:26:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:26:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:26:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:26:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:27:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:27:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:27:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:27:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:27:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:27:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:28:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:28:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:28:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:28:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:28:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:28:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:29:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:29:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:29:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:29:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:29:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:29:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:30:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:30:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:30:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:30:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:30:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:30:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:31:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:31:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:31:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:31:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:31:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:31:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:32:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:32:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:32:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:32:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:32:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:32:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:33:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:33:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:33:28 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:33:38 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:33:48 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:33:58 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:34:08 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
2022/12/14 20:34:18 [error] 28#28: *4 FastCGI sent in stderr: "PHP message: Xdebug: [Step Debug] Could not connect to debugging client. Tried: host.docker.internal:9003 (through xdebug.client_host/xdebug.client_port)" while reading response header from upstream, client: 192.168.112.4, server: , request: "GET /metrics HTTP/1.1", upstream: "fastcgi://192.168.112.2:9000", host: "item-api-proxy:10022"
